customer_class,month_1_consumption,month_2_consumption,month_3_consumption,month_4_consumption,month_1_month,month_2_month,month_3_month,month_4_month,avg_consumption,consumption_trend,next_month_consumption
RESIDENT,6.31,10.77,13.86,15.33,12,1,2,3,11.57,3.01,21.94
RESIDENT,22.73,26.36,30.05,26.57,3,4,5,6,26.43,1.28,23.95
ORGANIZATION,145.78,191.81,176.97,152.95,2,3,4,5,166.88,2.39,129.39
FACTORY,1200.64,984.49,1021.69,953.59,7,8,9,10,1040.1,-82.35,1051.18
ORGANIZATION,89.76,146.38,102.92,112.86,9,10,11,12,112.98,7.7,103.81
PUBLIC_SERVICE,81.12,86.44,74.11,96.62,12,1,2,3,84.57,5.17,125.18
RESIDENT,16.68,18.84,21.71,27.88,12,1,2,3,21.28,3.73,27.69
RESIDENT,25.81,19.79,14.87,11.87,6,7,8,9,18.08,-4.65,12.17
RESIDENT,18.73,12.26,14.04,22.69,10,11,12,1,16.93,1.32,17.11
GOVERNMENT,357.96,445.43,342.92,448.46,9,10,11,12,398.69,30.17,460.63
RESIDENT,12.04,16.06,17.26,14.9,6,7,8,9,15.06,0.95,8.36
FACTORY,761.39,887.41,1020.15,904.2,10,11,12,1,893.29,47.6,1057.23
RESIDENT,5.71,7.02,6.37,6.14,11,12,1,2,6.31,0.14,17.26
RESIDENT,37.94,42.65,35.16,45.55,4,5,6,7,40.33,2.54,36.2
RESIDENT,20.66,16.09,14.21,15.16,10,11,12,1,16.53,-1.83,22.03
RESIDENT,37.15,36.25,37.98,31.93,6,7,8,9,35.83,-1.74,33.34
ORGANIZATION,89.88,115.21,123.13,129.63,1,2,3,4,114.46,13.25,121.95
RESIDENT,30.54,32.88,23.5,30.29,10,11,12,1,29.3,-0.08,31.31
ORGANIZATION,93.45,79.02,49.79,39.26,6,7,8,9,65.38,-18.06,72.72
RESIDENT,23.57,18.74,27.54,17.95,9,10,11,12,21.95,-1.87,19.35
RESIDENT,10.22,6.18,1.3,4.89,7,8,9,10,5.65,-1.78,1.13
RESIDENT,17.64,16.53,20.94,14.61,2,3,4,5,17.43,-1.01,21.24
RESIDENT,7.15,6.51,1.5,0.5,7,8,9,10,3.92,-2.22,0.5
RESIDENT,12.55,10.68,11.52,16.8,10,11,12,1,12.89,1.42,18.55
RESIDENT,13.18,17.31,13.2,24.76,11,12,1,2,17.11,3.86,21.0
RESIDENT,11.46,11.17,7.4,7.6,8,9,10,11,9.41,-1.29,13.74
RESIDENT,21.92,24.21,24.17,18.05,4,5,6,7,22.09,-1.29,14.67
RESIDENT,5.59,10.8,6.3,8.85,11,12,1,2,7.88,1.09,12.22
FACTORY,2748.66,1840.98,1783.56,1720.21,7,8,9,10,2023.35,-342.82,1575.82
RESIDENT,15.43,16.04,10.91,14.9,8,9,10,11,14.32,-0.18,19.93
RESIDENT,38.04,33.71,32.56,31.45,5,6,7,8,33.94,-2.2,29.35
RESIDENT,8.99,13.16,12.16,9.05,5,6,7,8,10.84,0.02,6.73
PUBLIC_SERVICE,87.13,98.32,117.88,120.76,2,3,4,5,106.02,11.21,108.13
RESIDENT,39.86,39.66,35.61,31.33,6,7,8,9,36.61,-2.84,33.01
FACTORY,1693.94,1638.85,1758.05,1483.61,3,4,5,6,1643.61,-70.11,1593.49
RESIDENT,26.24,22.89,17.35,15.95,8,9,10,11,20.61,-3.43,20.2
RESIDENT,40.99,47.07,36.11,31.23,6,7,8,9,38.85,-3.25,29.63
RESIDENT,25.1,21.85,22.35,17.81,9,10,11,12,21.78,-2.43,35.45
RESIDENT,6.27,7.98,13.69,7.0,12,1,2,3,8.73,0.24,17.35
FACTORY,1405.97,1454.31,1601.71,1592.28,11,12,1,2,1513.57,62.1,1734.04
RESIDENT,17.31,23.09,26.43,23.5,11,12,1,2,22.58,2.06,24.03
FACTORY,867.53,849.62,1049.68,989.6,12,1,2,3,939.11,40.69,1131.58
FACTORY,991.6,800.93,798.01,940.52,2,3,4,5,882.76,-17.03,832.41
RESIDENT,4.09,8.32,8.19,15.0,1,2,3,4,8.9,3.64,14.88
PUBLIC_SERVICE,121.23,133.25,111.24,137.2,10,11,12,1,125.73,5.32,151.18
RESIDENT,25.02,25.03,21.8,22.65,8,9,10,11,23.62,-0.79,18.72
RESIDENT,20.44,27.34,27.27,35.52,2,3,4,5,27.64,5.03,27.1
ORGANIZATION,123.09,101.37,100.76,93.76,12,1,2,3,104.75,-9.78,111.9
RESIDENT,25.47,25.39,30.4,32.47,11,12,1,2,28.43,2.33,31.86
PUBLIC_SERVICE,124.82,134.66,115.1,124.15,5,6,7,8,124.68,-0.22,111.3
RESIDENT,4.58,9.61,5.19,2.28,7,8,9,10,5.42,-0.77,1.17
PUBLIC_SERVICE,165.93,221.74,187.59,165.76,4,5,6,7,185.25,-0.06,180.11
PUBLIC_SERVICE,127.01,101.52,104.88,83.56,6,7,8,9,104.24,-14.48,104.56
GOVERNMENT,416.17,658.92,438.66,417.56,9,10,11,12,482.83,0.46,435.96
FACTORY,968.17,710.88,846.05,955.43,3,4,5,6,870.13,-4.25,831.03
RESIDENT,10.35,14.57,16.94,14.78,3,4,5,6,14.16,1.48,18.24
RESIDENT,21.06,15.18,8.67,3.5,7,8,9,10,12.1,-5.85,9.13
FACTORY,1836.34,1756.82,1857.41,2012.21,10,11,12,1,1865.69,58.62,2160.27
ORGANIZATION,91.44,132.83,130.09,117.39,2,3,4,5,117.94,8.65,149.49
RESIDENT,35.88,35.8,39.83,57.87,3,4,5,6,42.34,7.33,38.27
GOVERNMENT,253.61,248.79,239.97,252.69,11,12,1,2,248.76,-0.31,270.46
RESIDENT,33.48,26.04,22.3,21.44,6,7,8,9,25.81,-4.01,23.32
ORGANIZATION,161.71,171.57,167.43,171.39,1,2,3,4,168.02,3.23,209.79
ORGANIZATION,106.79,129.09,118.62,138.44,2,3,4,5,123.23,10.55,121.91
RESIDENT,7.55,10.02,4.81,2.6,8,9,10,11,6.25,-1.65,8.91
RESIDENT,16.82,14.9,18.45,14.39,3,4,5,6,16.14,-0.81,13.66
RESIDENT,13.3,11.34,11.7,16.39,12,1,2,3,13.18,1.03,16.63
PUBLIC_SERVICE,125.11,142.96,140.73,141.32,2,3,4,5,137.53,5.4,137.26
RESIDENT,24.79,28.9,29.04,29.21,4,5,6,7,27.98,1.47,27.3
RESIDENT,0.5,1.05,1.66,12.32,11,12,1,2,3.88,3.94,9.89
FACTORY,1294.19,1322.06,1302.55,1212.31,9,10,11,12,1282.78,-27.29,1396.3
RESIDENT,9.61,5.19,2.28,1.17,8,9,10,11,4.56,-2.81,0.5
FACTORY,1564.87,1786.6,1760.97,1574.03,2,3,4,5,1671.62,3.05,1773.61
FACTORY,1536.67,1601.26,1486.18,1630.86,10,11,12,1,1563.74,31.4,1362.8
RESIDENT,30.34,30.54,24.46,19.48,5,6,7,8,26.21,-3.62,20.9
RESIDENT,6.81,14.76,18.69,25.47,12,1,2,3,16.43,6.22,16.48
RESIDENT,21.33,23.05,22.5,23.49,10,11,12,1,22.59,0.72,19.85
GOVERNMENT,420.0,545.15,589.33,582.04,4,5,6,7,534.13,54.01,529.79
PUBLIC_SERVICE,100.32,93.95,110.09,113.33,12,1,2,3,104.42,4.34,118.01
RESIDENT,11.73,11.72,17.09,19.33,1,2,3,4,14.97,2.53,20.37
PUBLIC_SERVICE,38.19,77.92,48.63,70.88,10,11,12,1,58.91,10.9,66.6
RESIDENT,12.0,14.95,13.51,18.7,12,1,2,3,14.79,2.23,20.22
RESIDENT,21.93,19.26,18.72,23.26,2,3,4,5,20.79,0.44,30.08
RESIDENT,20.72,18.21,15.84,18.14,7,8,9,10,18.23,-0.86,14.84
RESIDENT,9.28,6.17,13.06,11.8,10,11,12,1,10.08,0.84,10.63
FACTORY,1271.87,1510.07,1309.29,1408.98,4,5,6,7,1375.05,45.7,1361.4
PUBLIC_SERVICE,111.2,130.69,150.16,118.25,1,2,3,4,127.57,2.35,150.64
RESIDENT,17.52,15.17,17.15,12.88,11,12,1,2,15.68,-1.55,33.34
RESIDENT,31.46,38.83,40.75,45.1,3,4,5,6,39.03,4.55,44.03
GOVERNMENT,120.38,87.42,122.31,87.63,8,9,10,11,104.44,-10.92,13.21
RESIDENT,19.33,22.89,29.29,24.92,3,4,5,6,24.11,1.86,23.35
RESIDENT,12.85,5.11,14.42,6.01,8,9,10,11,9.6,-2.28,7.95
RESIDENT,17.13,18.92,9.18,6.73,6,7,8,9,12.99,-3.47,4.05
FACTORY,1851.79,1695.51,1856.42,1730.67,3,4,5,6,1783.6,-40.37,1586.52
RESIDENT,17.74,12.61,9.95,9.36,6,7,8,9,12.41,-2.79,10.88
RESIDENT,29.87,24.99,28.13,21.96,6,7,8,9,26.24,-2.64,18.63
RESIDENT,8.02,6.45,8.77,11.55,1,2,3,4,8.7,1.18,11.62
RESIDENT,38.35,40.16,30.75,33.57,6,7,8,9,35.71,-1.59,28.65
RESIDENT,17.05,9.78,12.18,10.71,7,8,9,10,12.43,-2.11,8.57
RESIDENT,28.97,28.27,25.05,28.93,2,3,4,5,27.8,-0.01,31.34
PUBLIC_SERVICE,38.42,32.9,53.26,60.64,1,2,3,4,46.3,7.41,62.84
PUBLIC_SERVICE,129.7,127.6,139.06,127.8,5,6,7,8,131.04,-0.63,118.48
GOVERNMENT,446.27,441.59,514.09,470.59,10,11,12,1,468.13,8.11,530.56
FACTORY,898.59,968.17,710.88,846.05,2,3,4,5,855.92,-17.51,955.43
FACTORY,1887.39,2071.89,2089.47,1927.84,4,5,6,7,1994.15,13.48,1714.66
PUBLIC_SERVICE,77.17,94.63,72.72,93.58,4,5,6,7,84.53,5.47,85.69
GOVERNMENT,428.42,396.68,332.67,360.13,8,9,10,11,379.48,-22.76,375.33
RESIDENT,0.5,4.07,4.73,7.2,11,12,1,2,4.12,2.23,11.14
RESIDENT,5.19,3.78,13.31,15.0,1,2,3,4,9.32,3.27,14.19
RESIDENT,36.96,37.86,43.69,37.02,3,4,5,6,38.88,0.02,37.32
RESIDENT,4.85,1.58,0.5,0.5,9,10,11,12,1.86,-1.45,0.5
FACTORY,1238.29,1271.9,1453.89,1315.07,3,4,5,6,1319.79,25.59,1506.72
RESIDENT,5.47,7.19,5.76,9.34,12,1,2,3,6.94,1.29,15.3
ORGANIZATION,171.3,154.26,162.61,173.12,10,11,12,1,165.32,0.61,189.57
RESIDENT,9.14,10.45,17.82,15.16,1,2,3,4,13.14,2.01,19.62
RESIDENT,3.72,0.5,0.5,4.76,11,12,1,2,2.37,0.35,13.27
RESIDENT,23.42,19.32,22.26,14.12,8,9,10,11,19.78,-3.1,20.49
ORGANIZATION,132.41,112.46,122.62,83.52,6,7,8,9,112.75,-16.3,117.07
RESIDENT,18.79,24.88,25.59,28.7,3,4,5,6,24.49,3.3,19.93
RESIDENT,18.85,24.49,20.66,26.99,12,1,2,3,22.75,2.71,29.53
RESIDENT,11.39,15.54,19.07,7.28,5,6,7,8,13.32,-1.37,9.39
ORGANIZATION,70.04,68.47,71.87,81.73,10,11,12,1,73.03,3.9,79.11
RESIDENT,27.87,25.67,19.3,25.61,9,10,11,12,24.61,-0.75,21.16
FACTORY,1544.55,1536.06,1673.82,1486.83,2,3,4,5,1560.31,-19.24,2350.07
PUBLIC_SERVICE,162.15,155.55,163.63,152.44,5,6,7,8,158.44,-3.24,133.02
ORGANIZATION,117.69,129.58,133.67,123.33,10,11,12,1,126.07,1.88,155.35
ORGANIZATION,84.89,94.2,96.27,85.87,7,8,9,10,90.31,0.33,39.71
FACTORY,548.48,991.6,800.93,798.01,1,2,3,4,784.75,83.18,940.52
RESIDENT,3.99,14.26,9.3,11.28,10,11,12,1,9.71,2.43,14.6
RESIDENT,24.31,31.66,20.72,21.32,7,8,9,10,24.5,-1.0,24.23
FACTORY,2013.92,1930.69,1865.26,2154.04,1,2,3,4,1990.98,46.71,2108.21
RESIDENT,19.36,15.4,17.62,17.23,10,11,12,1,17.4,-0.71,20.33
RESIDENT,40.73,40.41,48.89,33.76,5,6,7,8,40.95,-2.32,30.9
FACTORY,1595.63,1698.5,1400.23,1638.76,6,7,8,9,1583.28,14.38,1557.35
GOVERNMENT,434.18,386.56,386.74,361.55,8,9,10,11,392.26,-24.21,442.86
RESIDENT,10.35,14.14,17.71,28.09,2,3,4,5,17.57,5.91,18.19
GOVERNMENT,386.71,370.01,362.4,356.04,8,9,10,11,368.79,-10.22,331.51
RESIDENT,17.18,10.42,14.17,12.38,6,7,8,9,13.54,-1.6,4.29
RESIDENT,27.62,27.72,26.03,26.37,6,7,8,9,26.94,-0.42,21.99
GOVERNMENT,257.41,344.93,319.03,453.66,1,2,3,4,343.76,65.42,344.82
FACTORY,1553.05,1891.59,1776.8,1791.94,12,1,2,3,1753.34,79.63,2993.2
PUBLIC_SERVICE,119.55,141.1,134.05,119.37,5,6,7,8,128.52,-0.06,118.9
RESIDENT,17.25,16.13,16.21,24.67,11,12,1,2,18.56,2.47,39.76
FACTORY,1323.66,1200.46,1108.41,930.61,7,8,9,10,1140.78,-131.02,1113.25
RESIDENT,17.09,19.33,20.37,23.45,3,4,5,6,20.06,2.12,19.1
ORGANIZATION,200.12,192.3,196.53,251.25,12,1,2,3,210.05,17.04,227.18
RESIDENT,14.33,13.16,10.11,7.0,5,6,7,8,11.15,-2.44,3.72
RESIDENT,37.13,36.75,40.27,29.78,6,7,8,9,35.98,-2.45,28.27
RESIDENT,27.23,32.29,24.89,50.91,9,10,11,12,33.83,7.89,49.23
RESIDENT,24.61,22.11,32.31,28.95,11,12,1,2,27.0,1.45,30.77
RESIDENT,20.47,21.94,15.81,16.06,4,5,6,7,18.57,-1.47,17.28
RESIDENT,30.75,33.57,28.65,30.99,8,9,10,11,30.99,0.08,34.79
RESIDENT,18.29,15.6,18.42,21.75,4,5,6,7,18.52,1.15,16.02
RESIDENT,29.29,24.92,23.35,21.93,5,6,7,8,24.87,-2.45,33.48
RESIDENT,12.79,8.1,14.56,7.48,3,4,5,6,10.73,-1.77,14.8
RESIDENT,23.13,20.83,29.03,27.53,10,11,12,1,25.13,1.47,35.7
RESIDENT,7.41,9.88,6.73,12.44,1,2,3,4,9.12,1.68,14.47
RESIDENT,22.29,14.51,18.67,16.5,8,9,10,11,17.99,-1.93,13.46
GOVERNMENT,304.12,395.67,302.01,298.9,4,5,6,7,325.17,-1.74,334.19
RESIDENT,24.4,24.13,21.27,25.82,7,8,9,10,23.91,0.47,20.88
ORGANIZATION,210.7,214.9,171.67,182.61,6,7,8,9,194.97,-9.36,170.7
GOVERNMENT,265.49,342.24,238.68,216.42,6,7,8,9,265.71,-16.36,230.41
RESIDENT,14.98,8.73,14.71,14.89,11,12,1,2,13.33,-0.03,18.47
PUBLIC_SERVICE,63.57,61.21,44.77,49.24,5,6,7,8,54.7,-4.78,44.12
RESIDENT,20.66,20.96,29.85,22.05,11,12,1,2,23.38,0.46,24.07
PUBLIC_SERVICE,92.34,111.16,99.99,92.5,2,3,4,5,99.0,0.05,91.66
FACTORY,2015.28,1962.34,1895.05,1931.7,9,10,11,12,1951.09,-27.86,1812.09
RESIDENT,9.09,15.12,7.09,15.37,10,11,12,1,11.67,2.09,15.51
ORGANIZATION,122.11,137.96,138.43,131.21,4,5,6,7,132.43,3.03,131.82
RESIDENT,16.19,15.74,20.45,24.92,1,2,3,4,19.32,2.91,21.32
RESIDENT,18.47,21.93,13.87,19.86,10,11,12,1,18.53,0.46,20.99
RESIDENT,39.56,41.52,37.61,29.79,4,5,6,7,37.12,-3.26,27.53
FACTORY,739.94,771.58,959.54,663.23,2,3,4,5,783.57,-25.57,878.05
RESIDENT,29.49,26.63,25.44,25.36,6,7,8,9,26.73,-1.38,19.39
ORGANIZATION,27.73,67.18,59.6,75.67,11,12,1,2,57.55,15.98,117.42
PUBLIC_SERVICE,56.45,68.73,75.5,89.82,9,10,11,12,72.62,11.12,113.9
ORGANIZATION,103.11,126.56,84.62,45.7,7,8,9,10,90.0,-19.14,84.17
RESIDENT,29.86,24.07,30.75,29.14,4,5,6,7,28.46,-0.24,29.33
ORGANIZATION,28.13,42.12,14.45,48.5,8,9,10,11,33.3,6.79,44.96
RESIDENT,10.84,11.18,20.09,16.76,1,2,3,4,14.72,1.97,14.42
RESIDENT,20.65,16.23,16.86,16.42,4,5,6,7,17.54,-1.41,14.09
ORGANIZATION,184.45,169.85,212.66,200.29,12,1,2,3,191.81,5.28,204.75
GOVERNMENT,321.89,315.12,265.93,181.15,7,8,9,10,271.02,-46.91,220.51
RESIDENT,36.45,28.47,45.65,28.44,8,9,10,11,34.75,-2.67,35.85
PUBLIC_SERVICE,46.34,45.75,58.81,33.39,4,5,6,7,46.07,-4.32,9.08
RESIDENT,18.7,20.22,25.68,23.39,3,4,5,6,22.0,1.56,19.32
ORGANIZATION,133.97,108.49,127.85,139.28,3,4,5,6,127.4,1.77,143.5
PUBLIC_SERVICE,68.83,66.71,57.41,82.28,10,11,12,1,68.81,4.48,76.14
RESIDENT,20.49,9.31,12.63,13.99,11,12,1,2,14.11,-2.17,15.24
RESIDENT,15.52,21.18,16.98,23.65,12,1,2,3,19.33,2.71,20.34
GOVERNMENT,261.31,265.49,342.24,238.68,5,6,7,8,276.93,-7.54,216.42
RESIDENT,35.09,33.79,30.68,31.74,5,6,7,8,32.83,-1.12,34.1
RESIDENT,10.66,10.87,1.8,3.43,7,8,9,10,6.69,-2.41,5.54
RESIDENT,27.31,18.46,25.62,21.23,9,10,11,12,23.16,-2.03,27.56
RESIDENT,10.42,1.82,0.5,4.96,8,9,10,11,4.42,-1.82,5.27
ORGANIZATION,166.86,138.59,153.07,129.14,2,3,4,5,146.92,-12.57,130.94
RESIDENT,26.07,31.18,35.16,35.9,2,3,4,5,32.08,3.28,36.49
RESIDENT,19.92,38.32,27.84,39.48,1,2,3,4,31.39,6.52,40.76
RESIDENT,19.27,21.65,36.21,25.95,2,3,4,5,25.77,2.23,29.66
RESIDENT,13.57,16.98,15.35,5.22,6,7,8,9,12.78,-2.78,7.56
RESIDENT,11.03,10.32,17.64,16.53,12,1,2,3,13.88,1.83,20.94
PUBLIC_SERVICE,73.26,63.27,66.94,79.06,8,9,10,11,70.63,1.93,72.96
RESIDENT,10.63,6.69,5.43,2.93,6,7,8,9,6.42,-2.57,4.07
RESIDENT,6.35,2.54,0.5,2.7,11,12,1,2,3.02,-1.22,3.57
RESIDENT,29.02,31.91,28.23,30.75,4,5,6,7,29.98,0.58,21.14
RESIDENT,4.48,10.06,10.02,6.57,2,3,4,5,7.78,0.7,11.83
RESIDENT,15.17,12.97,17.38,15.49,8,9,10,11,15.25,0.11,11.35
RESIDENT,22.54,20.4,23.58,24.14,2,3,4,5,22.66,0.53,23.38
PUBLIC_SERVICE,59.54,64.43,64.01,60.11,12,1,2,3,62.02,0.19,59.66
RESIDENT,36.01,43.33,34.56,39.4,4,5,6,7,38.33,1.13,30.44
RESIDENT,21.82,24.65,22.5,22.53,4,5,6,7,22.88,0.24,21.94
ORGANIZATION,136.27,166.66,154.39,194.49,10,11,12,1,162.95,19.41,196.95
ORGANIZATION,223.05,224.86,205.23,230.36,4,5,6,7,220.88,2.44,207.69
RESIDENT,4.79,10.9,11.4,16.27,12,1,2,3,10.84,3.83,20.55
GOVERNMENT,523.98,523.47,551.35,535.85,6,7,8,9,533.66,3.96,502.93
RESIDENT,30.13,28.77,31.91,28.26,9,10,11,12,29.77,-0.62,30.3
GOVERNMENT,220.01,262.71,258.96,243.52,1,2,3,4,246.3,7.84,305.92
RESIDENT,13.61,19.71,12.32,15.6,10,11,12,1,15.31,0.66,21.17
RESIDENT,18.92,20.95,19.37,18.83,4,5,6,7,19.52,-0.03,16.01
GOVERNMENT,313.13,293.66,289.55,455.76,9,10,11,12,338.02,47.54,277.42
RESIDENT,20.54,15.51,16.29,15.55,6,7,8,9,16.97,-1.66,7.96
RESIDENT,13.42,14.96,19.29,22.06,11,12,1,2,17.43,2.88,31.29
GOVERNMENT,161.97,96.33,150.36,171.8,3,4,5,6,145.12,3.28,121.56
RESIDENT,34.02,33.31,29.39,29.61,4,5,6,7,31.58,-1.47,25.78
RESIDENT,30.48,33.53,34.72,35.48,12,1,2,3,33.55,1.67,43.98
RESIDENT,8.6,7.83,12.46,13.65,12,1,2,3,10.63,1.68,15.99
GOVERNMENT,124.52,86.45,175.35,136.25,12,1,2,3,130.64,3.91,138.35
FACTORY,1565.33,1736.54,1565.16,1413.73,10,11,12,1,1570.19,-50.53,1502.94
RESIDENT,4.29,13.14,11.44,20.15,2,3,4,5,12.25,5.29,14.31
RESIDENT,14.38,11.55,18.51,12.66,3,4,5,6,14.27,-0.57,17.04
GOVERNMENT,285.14,221.36,278.63,275.52,8,9,10,11,265.16,-3.21,242.56
RESIDENT,13.84,14.37,11.76,16.4,5,6,7,8,14.09,0.85,19.81
ORGANIZATION,76.39,68.15,89.32,86.46,3,4,5,6,80.08,3.36,76.14
RESIDENT,10.12,5.2,1.03,3.61,8,9,10,11,4.99,-2.17,0.61
ORGANIZATION,195.63,188.99,204.46,210.26,12,1,2,3,199.84,4.88,230.18
RESIDENT,16.89,13.84,12.24,13.0,9,10,11,12,13.99,-1.3,11.5
RESIDENT,31.13,30.46,30.35,35.92,11,12,1,2,31.96,1.6,38.75
RESIDENT,13.18,7.39,9.72,11.42,10,11,12,1,10.43,-0.59,15.15
RESIDENT,21.81,17.32,9.86,9.75,6,7,8,9,14.68,-4.02,14.14
RESIDENT,16.23,13.23,15.12,12.55,7,8,9,10,14.28,-1.23,16.4
RESIDENT,13.29,15.37,20.89,22.9,1,2,3,4,18.11,3.2,23.68
RESIDENT,13.83,14.27,17.04,19.21,12,1,2,3,16.09,1.79,22.41
RESIDENT,14.41,15.65,21.14,21.76,1,2,3,4,18.24,2.45,24.34
ORGANIZATION,80.59,93.52,134.64,101.73,1,2,3,4,102.62,7.05,139.15
RESIDENT,28.51,27.47,34.78,26.29,4,5,6,7,29.26,-0.74,22.18
FACTORY,1586.13,1431.26,1415.16,1423.65,8,9,10,11,1464.05,-54.16,1386.25
RESIDENT,25.11,27.18,23.12,30.63,8,9,10,11,26.51,1.84,37.32
ORGANIZATION,122.55,120.45,182.04,94.31,9,10,11,12,129.84,-9.41,109.89
PUBLIC_SERVICE,87.83,109.69,86.35,102.68,10,11,12,1,96.64,4.95,102.33
RESIDENT,16.25,9.33,4.56,4.74,7,8,9,10,8.72,-3.84,4.08
PUBLIC_SERVICE,45.75,58.81,33.39,9.08,5,6,7,8,36.76,-12.22,25.24
RESIDENT,31.98,26.36,25.04,32.28,4,5,6,7,28.91,0.1,22.62
ORGANIZATION,94.92,114.2,91.97,121.21,2,3,4,5,105.58,8.76,144.62
ORGANIZATION,262.76,246.51,183.49,176.28,12,1,2,3,217.26,-28.83,240.48
RESIDENT,29.09,29.4,30.13,30.84,2,3,4,5,29.86,0.58,33.98
GOVERNMENT,528.63,555.1,542.07,534.77,2,3,4,5,540.14,2.05,557.36
RESIDENT,3.3,3.59,6.97,4.04,10,11,12,1,4.47,0.25,8.37
FACTORY,1715.6,1586.13,1431.26,1415.16,7,8,9,10,1537.04,-100.15,1423.65
RESIDENT,12.25,13.89,10.5,21.02,2,3,4,5,14.41,2.92,11.44
GOVERNMENT,425.71,416.59,452.94,454.44,12,1,2,3,437.42,9.58,487.75
FACTORY,339.93,336.65,495.48,588.16,11,12,1,2,440.05,82.74,472.81
ORGANIZATION,79.15,123.09,101.37,100.76,11,12,1,2,101.09,7.2,93.76
RESIDENT,27.15,29.29,24.13,27.9,4,5,6,7,27.12,0.25,27.41
ORGANIZATION,150.57,172.57,141.9,117.36,5,6,7,8,145.6,-11.07,107.99
PUBLIC_SERVICE,68.17,62.96,48.82,45.59,6,7,8,9,56.38,-7.53,52.52
FACTORY,580.57,626.01,478.97,690.84,9,10,11,12,594.1,36.76,540.34
FACTORY,884.87,914.22,837.45,863.48,10,11,12,1,875.0,-7.13,1282.39
FACTORY,811.81,761.39,887.41,1020.15,9,10,11,12,870.19,69.45,904.2
RESIDENT,29.91,22.1,32.05,27.73,8,9,10,11,27.95,-0.73,26.44
PUBLIC_SERVICE,114.33,117.67,111.2,130.69,11,12,1,2,118.47,5.45,150.16
ORGANIZATION,175.99,172.14,134.82,122.88,5,6,7,8,151.46,-17.7,138.63
RESIDENT,12.81,13.66,18.12,17.38,12,1,2,3,15.49,1.52,23.72
GOVERNMENT,467.32,398.7,545.65,418.24,3,4,5,6,457.48,-16.36,389.51
GOVERNMENT,415.4,371.79,464.15,377.41,9,10,11,12,407.19,-12.66,469.4
RESIDENT,40.24,43.63,44.35,41.07,3,4,5,6,42.32,0.28,45.54
RESIDENT,9.62,7.1,6.07,8.43,8,9,10,11,7.8,-0.4,1.99
ORGANIZATION,185.72,195.57,186.73,182.86,7,8,9,10,187.72,-0.95,179.37
GOVERNMENT,147.5,149.55,159.46,122.48,5,6,7,8,144.75,-8.34,137.42
FACTORY,2034.77,1614.3,1649.29,1565.33,7,8,9,10,1715.92,-156.48,1736.54
ORGANIZATION,171.87,171.25,141.21,169.23,2,3,4,5,163.39,-0.88,191.55
FACTORY,2730.85,1744.23,1655.79,1496.76,6,7,8,9,1906.91,-411.36,1339.91
RESIDENT,21.52,28.12,41.77,33.68,10,11,12,1,31.27,4.05,36.87
RESIDENT,41.1,37.12,37.84,33.64,6,7,8,9,37.42,-2.49,32.14
RESIDENT,23.74,25.88,37.87,35.99,1,2,3,4,30.87,4.08,28.69
RESIDENT,16.11,24.29,20.42,21.99,2,3,4,5,20.7,1.96,20.81
RESIDENT,22.84,13.21,8.13,9.87,6,7,8,9,13.51,-4.32,3.45
RESIDENT,20.5,13.54,16.7,18.18,3,4,5,6,17.23,-0.77,11.18
RESIDENT,17.8,14.81,11.96,9.46,9,10,11,12,13.51,-2.78,18.11
RESIDENT,24.39,20.46,17.93,16.67,7,8,9,10,19.86,-2.57,16.59
FACTORY,1756.82,1857.41,2012.21,2160.27,11,12,1,2,1946.68,134.48,2125.12
RESIDENT,17.33,14.24,15.4,12.18,5,6,7,8,14.79,-1.72,9.7
GOVERNMENT,231.44,197.48,184.16,210.38,8,9,10,11,205.86,-7.02,189.24
RESIDENT,15.52,16.11,13.21,14.4,10,11,12,1,14.81,-0.37,19.86
RESIDENT,33.66,41.4,37.38,40.84,3,4,5,6,38.32,2.39,35.22
RESIDENT,10.96,11.5,16.39,16.41,10,11,12,1,13.82,1.82,17.59
GOVERNMENT,310.7,362.83,350.24,380.71,9,10,11,12,351.12,23.34,403.0
GOVERNMENT,129.02,157.82,149.73,205.64,4,5,6,7,160.55,25.54,175.0
RESIDENT,4.54,1.86,1.9,1.21,8,9,10,11,2.38,-1.11,7.61
RESIDENT,39.38,31.75,34.73,34.28,6,7,8,9,35.03,-1.7,27.62
ORGANIZATION,96.08,102.12,93.08,83.44,4,5,6,7,93.68,-4.21,81.85
PUBLIC_SERVICE,126.36,117.54,109.29,92.19,8,9,10,11,111.34,-11.39,94.28
PUBLIC_SERVICE,111.62,120.0,137.06,133.93,1,2,3,4,125.65,7.44,147.18
RESIDENT,21.44,22.43,25.81,19.79,4,5,6,7,22.37,-0.55,14.87
RESIDENT,9.43,10.96,11.5,16.39,9,10,11,12,12.07,2.32,16.41
RESIDENT,21.26,17.88,9.04,8.42,5,6,7,8,14.15,-4.28,13.34
GOVERNMENT,196.53,146.87,214.72,237.08,11,12,1,2,198.8,13.52,251.88
RESIDENT,11.0,12.53,13.41,21.11,12,1,2,3,14.51,3.37,19.1
RESIDENT,12.97,17.38,15.49,11.35,9,10,11,12,14.3,-0.54,10.91
RESIDENT,24.81,22.61,17.32,19.22,5,6,7,8,20.99,-1.86,18.8
RESIDENT,11.96,4.58,9.61,5.19,6,7,8,9,7.83,-2.26,2.28
